Word,Count
\*)-\*-.+?-\*-/,lookbehind:!0,alias:"\comment"\},delimiter:{pattern:/^%<.*|%>$/,alias:"\punctuation"\}}},string:{pattern:/"\(?:\\.|[^"\\\\r\n])*"\/,greedy:!0},number:{pattern:/((?:\.\.)?)(?:\b(?:inf|nan)\b|\b0x[\da-f]+|(?:\b(?:0b)?\d+(?:\.\d)?|\B\.\d)\d*(?:e[+-]?\d+)?L?)/i,lookbehind:!0},keyword:/\b(?:ans|break|bt|case|catch|cd|clear|const|def|del|dump|else|end|exit|extern|false|force|help|if|infix[lr]?|interface|let|ls|mem|namespace|nonfix|NULL|of|otherwise|outfix|override|postfix|prefix|private|public|pwd|quit|run|save|show|stats|then|throw|trace|true|type|underride|using|when|with)\b/,"\function"\:/\b(?:abs|add_(?:(?:fundef|interface|macdef|typedef)(?:_at)?|addr|constdef|vardef)|all|any|applp?|arity|bigintp?|blob(?:_crc|_size|p)?|boolp?|byte_(?:matrix|pointer)|byte_c?string(?:_pointer)?|calloc|cat|catmap|ceil|char[ps]?|check_ptrtag|chr|clear_sentry|clearsym|closurep?|cmatrixp?|cols?|colcat(?:map)?|colmap|colrev|colvector(?:p|seq)?|complex(?:_float_(?:matrix|pointer)|_matrix(?:_view)?|_pointer|p)?|conj|cookedp?|cst|cstring(?:_(?:dup|list|vector))?|curry3?|cyclen?|del_(?:constdef|fundef|interface|macdef|typedef|vardef)|delete|diag(?:mat)?|dim|dmatrixp?|do|double(?:_matrix(?:_view)?|_pointer|p)?|dowith3?|drop|dropwhile|eval(?:cmd)?|exactp|filter|fix|fixity|flip|float(?:_matrix|_pointer)|floor|fold[lr]1?|frac|free|funp?|functionp?|gcd|get(?:_(?:byte|constdef|double|float|fundef|int(?:64)?|interface(?:_typedef)?|long|macdef|pointer|ptrtag|short|sentry|string|typedef|vardef))?|globsym|hash|head|id|im|imatrixp?|index|inexactp|infp|init|insert|int(?:_matrix(?:_view)?|_pointer|p)?|int64_(?:matrix|pointer)|integerp?|iteraten?|iterwhile|join|keys?|lambdap?|last(?:err(?:pos)?)?|lcd|list[2p]?|listmap|make_ptrtag|malloc|map|matcat|matrixp?|max|member|min|nanp|nargs|nmatrixp?|null|numberp?|ord|pack(?:ed)?|pointer(?:_cast|_tag|_type|p)?|pow|pred|ptrtag|put(?:_(?:byte|double|float|int(?:64)?|long|pointer|short|string))?|rationalp?|re|realp?|realloc|recordp?|redim|reduce(?:_with)?|refp?|repeatn?|reverse|rlistp?|round|rows?|rowcat(?:map)?|rowmap|rowrev|rowvector(?:p|seq)?|same|scan[lr]1?|sentry|sgn|short_(?:matrix|pointer)|slice|smatrixp?|sort|split|str|strcat|stream|stride|string(?:_(?:dup|list|vector)|p)?|subdiag(?:mat)?|submat|subseq2?|substr|succ|supdiag(?:mat)?|symbolp?|tail|take|takewhile|thunkp?|transpose|trunc|tuplep?|typep|ubyte|uint(?:64)?|ulong|uncurry3?|unref|unzip3?|update|ushort|vals?|varp?|vector(?:p|seq)?|void|zip3?|zipwith3?)\b/,special:{pattern:/\b__[a-z]+__\b/i,alias:"\builtin"\},operator:/(?=\b_|[^_])[!"\#$%&'*+,\-.\/:<=>?@\\^_`|~\u00a1-\u00bf\u00d7-\u00f7\u20d0-\u2bff]+|\b(?:and|div|mod|not|or)\b/,punctuation:/[(){}\[\];,|]/};var\,1
\]*@/,e:/$/},{b:/\b(print|exec)\(/}]}});hljs.registerLanguage("\javascript"\,function(e){var\,1
\False"\,built_in:"\Ellipsis\,1
<jonas@follesoe.no>,1
{contains:,1
SW_SHOWMINNOACTIVE,1
password_lock_time,1
undefine,1
for(c,1
dot,1
\effects/effect-pulsate.js,\,1
\"\$zhorolog"\,\,1
cascade,1
interleaved,1
charsetform,1
almost,1
ensure,1
relies_on,1
typeid,1
xmlnamespaces,1
\addClass(btnLeft,\,1
\servername"\},starts:{e:/$/,r:0,k:{literal:"\on\,1
\when"\,r={cN:"\subst"\,b:"\[$@]\\{"\,e:"\\\}"\,k:t},s={b:"\->{"\,e:"\}"\},n={v:[{b:/\$\d/},{b:/[\$%@](\^\w\b|#\w+(::\w+)*|{\w+}|\w+(::\w*)*)/},{b:/[\$%@][^\s\w{]/,r:0}]},i=[e.BE,r,n],o=[n,e.HCM,e.C("\^\\=\\w"\,"\\\=cut"\,{eW:!0}),s,{cN:"\string"\,c:i,v:[{b:"\q[qwxr]?\\s*\\("\,e:"\\\)"\,r:5},{b:"\q[qwxr]?\\s*\\["\,e:"\\\]"\,r:5},{b:"\q[qwxr]?\\s*\\{"\,e:"\\\}"\,r:5},{b:"\q[qwxr]?\\s*\\|"\,e:"\\\|"\,r:5},{b:"\q[qwxr]?\\s*\\<"\,e:"\\\>"\,r:5},{b:"\qw\\s+q"\,e:"\q"\,r:5},{b:"\'"\,e:"\'"\,c:[e.BE]},{b:'"\',e:'"\'},{b:"\`"\,e:"\`"\,c:[e.BE]},{b:"\{\\w+}"\,c:[],r:0},{b:"\-?\\w+\\s*\\=\\>"\,c:[],r:0}]},{cN:"\number"\,b:"\(\\b0[0-7_]+)|(\\b0x[0-9a-fA-F_]+)|(\\b[1-9][0-9_]*(\\.[0-9_]+)?)|[0_]\\b"\,r:0},{b:"\(\\/\\/|"\+e.RSR+"\|\\b(split|return|print|reverse|grep)\\b)\\s*"\,k:"\split\,1
info';,1
pi,1
\t]+.+),1
larger,1
Brendan,1
\"\).join("\|"\)+"\)\\b"\,e:"\({|$)"\,eE:!0,k:n,l:i,c:[e.UTM]},{b:"\\\."\+e.UIR,r:0}]}});hljs.registerLanguage("\makefile"\,function(e){var\,1
poll,1
#000000;,1
<ivan_div@mail.ru>,1
guide,1
flashback,1
запрос,1
guard,1
Value,1
strcspn,1
\s=n.c.concat([e.CBCM,e.CLCM]);return{aliases:["\js"\,"\jsx"\],k:t,c:[{cN:"\meta"\,r:10,b:/^\s*['"\]use\,1
\*-\\*-[\\s\\S]+?%>"\;t.forEach(function(t){var\,1
http://glaforge.appspot.com,1
prompt,1
\j)if(h=e.split("\\,1
traits,1
\,{pattern:/(^|[^\\])\/\/.*/,lookbehind:!0}],atrule:{pattern:/@[\w-]+?(?:\([^{}]+\)|[^(){};])*?(?=\s*\{)/i,inside:{punctuation:/[:()]/}},selector:{pattern:/(?:@\{[\w-]+\}|[^{};\s@])(?:@\{[\w-]+\}|\([^{}]*\)|[^{};@])*?(?=\s*\{)/,inside:{variable:/@+[\w-]+/}},property:/(?:@\{[\w-]+\}|[\w-])+(?:\+_?)?(?=\s*:)/i,punctuation:/[{}();:,]/,operator:/[+\-*\/]/}),Prism.languages.insertBefore("\less"\,"\punctuation"\,{"\function"\:Prism.languages.less.function}),Prism.languages.insertBefore("\less"\,"\property"\,{variable:[{pattern:/@[\w-]+\s*:/,inside:{punctuation:/:/}},/@@?[\w-]+/],"\mixin-usage"\:{pattern:/([{;]\s*)[.#](?!\d)[\w-]+.*?(?=[(;])/,lookbehind:!0,alias:"\function"\}});\,1
DesktopDepth,1
conversion,1
\"\$ztimezone"\,\,1
request,1
accep,1
works,1
\0):b&&"\object"\==typeof\,1
eight,1
@selector,1
Labs,1
http,1
synchronous,1
avg,1
SW_MINIMIZE,1
salt,1
realloc,1
\(strict|asm)['"\]/},{cN:"\meta"\,b:/^#!/,e:/$/},e.ASM,e.QSM,c,e.CLCM,e.CBCM,a,{b:/[{,]\s*/,r:0,c:[{b:r+"\\\s*:"\,rB:!0,r:0,c:[{cN:"\attr"\,b:r,r:0}]}]},{b:"\("\+e.RSR+"\|\\b(case|return|throw)\\b)\\s*"\,k:"\return\,1
password_verify_function,1
\this.parent().each(function(){n.nodeName(this,"\body"\)||n(this).replaceWith(this.childNodes)}).end()}});function\,1
atomic_uchar,1
Tuan,1
trouble,1
dust.js,1
noglob,1
Gradle,1
\"\$length"\,\,1
lexeme,1
retrieve,1
Moonscript,1
Grigg,1
extension,1
\"\$ztimestamp"\,\,1
corr_s,1
\"\$bit"\,\,1
\<romanshmatov@gmail.com>,\,1
\d.join("\&"\).replace(Zb,"\+"\)},n.fn.extend({serialize:function(){return\,1
2016,1
Colmenero,1
Chan,1
disallow,1
reject,1
Доставляемые,1
descriptor,1
keywords:,1
wallet,1
Nizhibitsky,1
levels,1
tap,1
<lastobelus@gmail.com>,1
Drag,1
\"\$etrap"\,\,1
11/15/2015,1
cap,1
multi,1
\"\$namespace"\,\,1
duration,1
des_key_file,1
inet6_aton,1
Johann,1
deterministic,1
sysasm,1
Hull,1
Luke,1
metaparameters,1
компоновки,1
stddev_pop,1
ushort,1
<sam@rmcreative.ru>,1
<kartoffelbrei.mit.muskatnuss@gmail.org>,1
\stack,\,1
merging,1
bfile_base,1
12,1
SystemVerilog,1
winutils,1
bit_and,1
isspace,1
detecting,1
cdn,1
IEEE,1
\However,\,1
General,1
ties,1
thing,1
^,1
COM_EventObj,1
unexport,1
IDE:,1
lastword,1
Requests,1
\"\$zdate"\,\,1
\t=["\c"\,{lang:"\c++"\,alias:"\cpp"\},"\fortran"\,"\ats"\,"\dsp"\],a="\%<\,1
ensures,1
\a.converters)j[g.toLowerCase()]=a.converters[g];f=k.shift();while(f)if(a.responseFields[f]&&(c[a.responseFields[f]]=b),!i&&d&&a.dataFilter&&(b=a.dataFilter(b,a.dataType)),i=f,f=k.shift())if("\*"\===f)f=i;else\,1
unlimit,1
period_diff,1
strip,1
(detected,1
symbols,1
Security,1
\jquery-1-7.js,\,1
Matthew,1
Gubarkov,1
distinct,1
abstracts,1
Julio,1
(as,1
units,1
protection,1
invalidate,1
synchronized,1
fprintf,1
Compiled,1
role,1
и,1
rmdir,1
modified,1
prediction_probability,1
<zena.treep@gmail.com>,1
Mikhailov,1
(&Hxxxx),1
variants:,1
обращения,1
recycle,1
\generator,\,1
\b=n(this),c=b.contents();c.length?c.wrapAll(a):b.append(a)})},wrap:function(a){var\,1
\<hello@troykershaw.com>,\,1
_Bool,1
pwd,1
ERB,1
usually,1
PowerShell,1
(object,1
\f?f[b]:f.document.documentElement[d]:a[d]:void(f?f.scrollTo(c?n(f).scrollLeft():e,c?e:n(f).scrollTop()):a[d]=e);\,1
tied,1
rollup,1
\t&&(r=t.alias,t=t.lang),e.languages[r]){var\,1
jquery.selectBoxIt,1
locator,1
regr_intercept,1
|{|}|endif|gosub|variant|wend|^\\$,1
lc(a){return,1
\application/ecmascript,\,1
\],string:{pattern:/(["\'])(?:\1\1|\\(?:\r\n|[\s\S])|(?!\1)[^\\\r\n])*\1/,greedy:!0},builtin:/\b(?:fx|fy|xf[xy]?|yfx?)\b/,variable:/\b[A-Z_]\w*/,"\function"\:/\b[a-z]\w*(?:(?=\()|\/\d+)/,number:/\b\d+\.?\d*/,operator:/[:\\=><\-?*@\/;+^|!$.]+|\b(?:is|mod|not|xor)\b/,punctuation:/[(){}\[\],]/};\,1
shorter,1
without-paging,1
\/>/,\,1
NS_ASSUME_NONNULL_END,1
\"\+t+"\\,1
\effects/effect-bounce.js,\,1
\"\$zbitxor"\,\,1
\javascript.js,\,1
accounting,1
swallows,1
<steplg@gmail.com>,1
finish,1
game,1
hard,1
функций,1
ub4,1
схема,1
\"\$zdateh"\,\,1
engines,1
realpath,1
maintenance,1
\:javascript,\,1
`|,1
strncat,1
\a.ActiveXObject("\Microsoft.XMLHTTP"\)}catch(b){}}n.ajaxPrefilter(function(a){a.crossDomain&&(a.contents.script=!1)}),n.ajaxSetup({accepts:{script:"\text/javascript,\,1
<christophe@taodyne.com>,1
cluster_id,1
exclude,1
utc_timestamp,1
whole,1
\widgets/selectable.js,\,1
\классы,\,1
Søren,1
unordered_set,1
escaping/interpolation/substitution,1
orddicom,1
sqlerror,1
DesktopRefresh,1
WindowsDir,1
\ec[h],c=void\,1
availability,1
enddeclare,1
semop,1
<michael.allen@benefitfocus.com>,1
mount,1
forall,1
gethostent,1
eomonth,1
Heiko,1
follow-only,1
chmod,1
infile,1
\"\$factor"\,\,1
Auder,1
repeat,1
$(this).files[0].name;,1
Meta,1
\"\$wreverse"\,\,1
\actor-model,\,1
Int16Array,1
initialized,1
mouseenter,1
или,1
x|0,1
@synchronized,1
\c={keyword:"\in\,1
Gomez,1
Greg,1
untrusted,1
seek,1
https://zenorocha.github.io/clipboard.js,1
97,1
\called"\),g[0]},b.dataTypes[0]="\json"\,f=a[e],a[e]=function(){g=arguments},d.always(function(){void\,1
accordingly,1
pctincrease,1
whatever,1
\"\$zmode"\,\,1
concat_ws,1
Dupont,1
\,lookbehind:!0},{pattern:/(^|[^\\:])\/\/.*/,lookbehind:!0},/#!.+/],"\inline-lang"\:{pattern:/%<[\s\S]+?%>/,greedy:!0,inside:{lang:{pattern:/(^%<\,1
probabilistic,1
itself,1
physical,1
master,1
lstat,1
ReferenceError,1
encodeURI,1
Drang,1
orderby,1
cin,1
\null==c?null:n.isArray(c)?n.map(c,function(a){return{name:b.name,value:a.replace(_b,"\\r\n"\)}}):{name:b.name,value:c.replace(_b,"\\r\n"\)}}).get()}}),n.ajaxSettings.xhr=void\,1
Linux,1
nav,1
CRLF,1
multiple,1
<stwienert@gmail.com>,1
<kfuglsang@gmail.com>,1
Liska,1
\"\$listtostring"\,\,1
\Base.REPLCompletions.complete_keyword("\"\)\,1
crc32,1
\c,d=[],e=function(a,b){b=n.isFunction(b)?b():null==b?"\"\:b,d[d.length]=encodeURIComponent(a)+"\="\+encodeURIComponent(b)};if(void\,1
transaction,1
generator:,1
v1.5,1
Haml,1
\w},getJSON:function(a,b,c){return\,1
Billing,1
(?=...),1
Crystal,1
quiesce,1
qqfileno,1
\"\$zpower"\,\,1
execu,1
datafiles,1
signal,1
Delahaye,1
\"\$zreference"\,\,1
degrees,1
from_base64,1
glob,1
Ku,1
лютый,1
\"\+f}}}return{state:"\success"\,data:b}}n.extend({active:0,lastModified:{},etag:{},ajaxSettings:{url:Qb,type:"\GET"\,isLocal:Jb.test(Rb[1]),global:!0,processData:!0,async:!0,contentType:"\application/x-www-form-urlencoded;\,1
\'[;$]'),\,1
retention,1
maxsize,1
))),1
VFP,1
Stefania,1
Mikko,1
'%',1
zprof,1
mostly,1
SW_MAXIMIZE,1
http://prince.webcrow.jp/,1
(not,1
isxdigit,1
dispatch_once_t,1
ordimage,1
\d,e,f,g,h,i,j,k=n.css(a,"\position"\),l=n(a),m={};"\static"\===k&&(a.style.position="\relative"\),h=l.offset(),f=n.css(a,"\top"\),i=n.css(a,"\left"\),j=("\absolute"\===k||"\fixed"\===k)&&n.inArray("\auto"\,[f,i])>-1,j?(d=l.position(),g=d.top,e=d.left):(g=parseFloat(f)||0,e=parseFloat(i)||0),n.isFunction(b)&&(b=b.call(a,c,n.extend({},h))),null!=b.top&&(m.top=b.top-h.top+g),null!=b.left&&(m.left=b.left-h.left+e),"\using"\in\,1
lambda,1
btnLeft.appendChild(iLeft);,1
p,1
batch,1
Example,1
\"\$zb"\,\,1
Vasiljev,1
\"\$zchild"\,\,1
nominimize,1
\t={cN:"\built_in"\,b:"\\\b(AV|CA|CF|CG|CI|CL|CM|CN|CT|MK|MP|MTK|MTL|NS|SCN|SK|UI|WK|XC)\\w+"\},_={keyword:"\int\,1
\all"\},c:[{cN:"\meta"\,b:"\\\s\\["\,e:"\\\]$"\},{cN:"\variable"\,b:"\[\\$%]\\{"\,e:"\\\}"\,c:["\self"\,r]},r,e.QSM]}}],i:/\S/}});hljs.registerLanguage("\diff"\,function(e){return{aliases:["\patch"\],c:[{cN:"\meta"\,r:10,v:[{b:/^@@\,1
last:,1
maxloghistory,1
archive,1
explosion,1
assertion,1
\e=/\\(?:[^a-z()[\]]|[a-z*]+)/i,n={"\equation-command"\:{pattern:e,alias:"\regex"\}};a.languages.latex={comment:/%\,1
mkdir,1
\<natecook@gmail.com>,\,1
free,1
SystemDir,1
actually,1
Dmytrii,1
<baryshev@gmail.com>,1
associated,1
'<style',1
\alias,\,1
<erik.paluka@gmail.com>,1
\"\$parameter"\,\,1
Ruzicic,1
shmread,1
Macro-local,1
\b)cc(a+"\["\+e+"\]"\,b[e],c,d)}n.param=function(a,b){var\,1
Language),1
getgrnam,1
\"\$zsec"\,\,1
PrismJS,1
Dust,1
\,CALL\,1
bool),1
severity_level,1
nth_value,1
sql_big_result,1
bit_count,1
thus,1
\1e5,\,1
Kovega,1
router,1
delay,1
Contributrors:,1
Hénaut,1
starts,1
\"\$zeof"\,\,1
framework),1
promise-polyfill,1
password_reuse_time,1
sethostent,1
Kouhia,1
\n.get(a,b,c,"\json"\)},getScript:function(a,b){return\,1
wrap.appendChild(btnLeft);,1
freepools,1
OSLang,1
\node,\,1
TrayIconFlashing,1
infinite,1
background:,1
'<br>',1
quotes:,1
msgrcv,1
function:,1
getpeername,1
unichar,1
nan,1
prince,1
pop,1
confirm,1
Horsmalahti,1
(anything,1
testcases,1
escapes,1
__CLASS__,1
TrayIconVisible,1
bg,1
\widgets/accordion.js,\,1
serverroot,1
function/procedure/package),1
a===b.elem}).length};function,1
\,atrule:{pattern:/@[\w-]+?.*?(?:;|(?=\s*\{))/i,inside:{rule:/@[\w-]+/}},url:/url\((?:(["\'])(?:\\(?:\r\n|[\s\S])|(?!\1)[^\\\r\n])*\1|.*?)\)/i,selector:/[^{}\s][^{};]*?(?=\s*\{)/,string:{pattern:/("\|')(?:\\(?:\r\n|[\s\S])|(?!\1)[^\\\r\n])*\1/,greedy:!0},property:/[-_a-z\xA0-\uFFFF][-\w\xA0-\uFFFF]*(?=\s*:)/i,important:/\B!important\b/i,"\function"\:/[-a-z0-9]+(?=\()/i,punctuation:/[(){};:]/},Prism.languages.css.atrule.inside.rest=Prism.util.clone(Prism.languages.css),Prism.languages.markup&&(Prism.languages.insertBefore("\markup"\,"\tag"\,{style:{pattern:/(<style[\s\S]*?>)[\s\S]*?(?=<\/style>)/i,lookbehind:!0,inside:Prism.languages.css,alias:"\language-css"\,greedy:!0}}),Prism.languages.insertBefore("\inside"\,"\attr-value"\,{"\style-attr"\:{pattern:/\s*style=("\|')(?:\\[\s\S]|(?!\1)[^\\])*\1/i,inside:{"\attr-name"\:{pattern:/^\s*style/i,inside:Prism.languages.markup.tag.inside},punctuation:/^\s*=\s*['"\]|['"\]\s*$/,"\attr-value"\:{pattern:/.+/i,inside:Prism.languages.css}},alias:"\language-css"\}},Prism.languages.markup.tag));\,1
Bardadym,1
n,1
current_date,1
textarea,1
connect_by_root,1
Petit,1
sysoper,1
\"\"\\,1
autodblink,1
(&Oxxxxxx),1
encodeURIComponent,1
decode,1
\not)?|not|of|or|til|to|typeof|with|xor)(?!-)\b)/m,lookbehind:!0,alias:"\operator"\},"\boolean"\:{pattern:/(^|[^-])\b(?:false|no|off|on|true|yes)(?!-)\b/m,lookbehind:!0},argument:{pattern:/(^|(?!\.&\.)[^&])&(?!&)\d*/m,lookbehind:!0,alias:"\variable"\},number:/\b(?:\d+~[\da-z]+|\d[\d_]*(?:\.\d[\d_]*)?(?:[a-z]\w*)?)/i,identifier:/[a-z_](?:-?[a-z]|[\d_])*/i,operator:[{pattern:/(\,1
authid,1
Denis,1
\IPADDR+'-'+IPADDR},\,1
http://irpf90.ups-tlse.fr,1
\c;return{send:function(d,e){var\,1
deltaY,1
flock,1
debug,1
ldexp,1
nocycle,1
erb,1
st=2,1
anytype,1
EXPANSION,1
Prevent,1
NAME,1
через,1
\"\$name"\,\,1
!,1
gethostbyaddr,1
extract,1
Franko;,1
\!(contains(kw,\,1
customdatum,1
\e=x.exec(a),f=!c&&[];return\,1
memory,1
\open-source,\,1
\NotImplemented"\},b={cN:"\meta"\,b:/^(>>>|\.\.\.)\,1
<halechan@qq.com>,1
grants,1
JP,1
pre-processor,1
Molina,1
<nizhibitsky@ya.ru>,1
today,1
xmlquery,1
Kenneth,1
software,1
never,1
\YEAR',\,1
atomic_ulong,1
dayofyear,1
<s.mellai@arduino.cc>,1
associate,1
(alt),1
numbe,1
respect,1
auto_ptr,1
_Complex,1
describ,1
bound,1
users,1
size_t,1
\effects/effect-size.js,\,1
'~',1
markup:,1
manually,1
byteordermark,1
findstring,1
2013-06-03,1
zformat,1
weekofyear,1
declaration,1
\"\+i+"\\,1
precedence,1
low,1
Go,1
cerr,1
\"\$number"\,\,1
\unique-id.js,\,1
\this.each(function(c){n(this).wrapAll(b?a.call(this,c):a)})},unwrap:function(){return\,1
\"\where"\])\,1
Damian,1
\iLeft,\,1
echotc,1
replication,1
quit,1
rows,1
\n=Prism.plugins.autoloader={languages_path:r,use_minified:!0},s=function(e,a,c){var\,1
len,1
b=a||v;return,1
http://community.schemewiki.org/?scheme-keywords,1
\Promise"\},a={cN:"\number"\,v:[{b:"\\\b(0[bB][01]+)"\},{b:"\\\b(0[oO][0-7]+)"\},{b:e.CNR}],r:0},n={cN:"\subst"\,b:"\\\$\\{"\,e:"\\\}"\,k:t,c:[]},c={cN:"\string"\,b:"\`"\,e:"\`"\,c:[e.BE,n]};n.c=[e.ASM,e.QSM,c,a,e.RM];var\,1
stats_t_test_paired,1
\yes,\,1
scan,1
path,1
Christophe,1
backward,1
versions,1
\n.grep(n.timers,function(b){return\,1
Perl,1
\effects/effect-puff.js,\,1
\"\$listdata"\,\,1
\)"\,e:"\$"\,r:0}]},{b:"\^[-\\*]{3,}"\,e:"\$"\},{b:"\\\[.+?\\][\\(\\[].*?[\\)\\]]"\,rB:!0,c:[{cN:"\string"\,b:"\\\["\,e:"\\\]"\,eB:!0,rE:!0,r:0},{cN:"\link"\,b:"\\\]\\("\,e:"\\\)"\,eB:!0,eE:!0},{cN:"\symbol"\,b:"\\\]\\["\,e:"\\\]"\,eB:!0,eE:!0}],r:10},{b:/^\[[^\n]+\]:/,rB:!0,c:[{cN:"\symbol"\,b:/\[/,e:/\]/,eB:!0,eE:!0},{cN:"\link"\,b:/:\s*/,e:/$/,eB:!0}]}]}});hljs.registerLanguage("\json"\,function(e){var\,1
variabl,1
\position.js,\,1
istringstream,1
<jason@diamond.name>,1
https://github.com/malsup/form#copyright-and-license,1
\(backwards,\,1
Fischer,1
IPAddress3,1
tier,1
Ozler,1
interpolate-able,1
user_data,1
Hamaluik,1
<xonixx@gmail.com>,1
w/out,1
\"\,e:"\\,1
\,,\,1
Quith,1
database-driven,1
pascal,1
history,1
GUI_CtrlId,1
abspath,1
c-d,1
\"\$zdascii"\,\,1
connection,1
columns,1
GUI_DragId,1
v9.12.0,1
<daniel.tao@gmail.com>,1
force,1
\"\$mvoconv"\,\,1
\"\$mvfmt"\,\,1
\"\$zdatetimeh"\,\,1
julia>,1
$$$OK,1
int8,1
b;if(2===u){if(!k){k={};while(b=Ib.exec(g))k[b[1].toLowerCase()]=b[2]}b=k[a.toLowerCase()]}return,1
cpu_per_call,1
Vincent,1
verbatim,1
immediate,1
Pervasives,1
elm,1
NS_RETURNS_INNER_POINTER,1
<david@mohundro.com>,1
Backquoted,1
\widgets/spinner.js,\,1
\btnLeft,\,1
similar,1
user,1
(ada,1
session,1
buffer_pool,1
\d,e,f,g=this,h=a.indexOf("\\,1
String,1
my,1
'cr-rotate-r');,1
<kurt@kurtemch.com>,1
Start,1
Recursively,1
ace,1
исключения,1
2011-2016,1
array';,1
\document.execCommand("\Copy"\);\,1
sinh,1
\(v.1.0),\,1
(GuShH),1
Brewery,1
dispatch_queue_t,1
var2,1
ProgramsDir,1
<kelleyvanevert@gmail.com>,1
forwards),1
как,1
Zsh,1
SEC,1
keyword),1
\,lookbehind:!0},{pattern:/(^|[^\\:])\/\/.*/,lookbehind:!0}],string:[{pattern:/b?r(#*)"\(?:\\.|(?!"\\1)[^\\\r\n])*"\\1/,greedy:!0},{pattern:/b?("\|')(?:\\.|(?!\1)[^\\\r\n])*\1/,greedy:!0}],keyword:/\b(?:abstract|alignof|as|be|box|break|const|continue|crate|do|else|enum|extern|false|final|fn|for|if|impl|in|let|loop|match|mod|move|mut|offsetof|once|override|priv|pub|pure|ref|return|sizeof|static|self|struct|super|true|trait|type|typeof|unsafe|unsized|use|virtual|where|while|yield)\b/,attribute:{pattern:/#!?\[.+?\]/,greedy:!0,alias:"\attr-name"\},"\function"\:[/\w+(?=\s*\()/,/\w+!(?=\s*\(|\[)/],"\macro-rules"\:{pattern:/\w+!/,alias:"\function"\},number:/\b-?(?:0x[\dA-Fa-f](?:_?[\dA-Fa-f])*|0o[0-7](?:_?[0-7])*|0b[01](?:_?[01])*|(\d(?:_?\d)*)?\.?\d(?:_?\d)*(?:[Ee][+-]?\d+)?)(?:_?(?:[iu](?:8|16|32|64)?|f32|f64))?\b/,"\closure-params"\:{pattern:/\|[^|]*\|(?=\s*[{-])/,inside:{punctuation:/[|:,]/,operator:/[&*]/}},punctuation:/[{}[\];(),:]|\.+|->/,operator:/[-+*\/%!^=]=?|@|&[&=]?|\|[|=]?|<<?=?|>>?=?/};\,1
remainder,1
this.isLocal?hc():d.documentMode>8?gc():/^(get|post|head|put|delete|options)$/i.test(this.type)&&gc()||hc()}:gc;var,1
////////////////////////////////////////////////////////////////////,1
\l=i(c);s(l,function(){n.loading=!1,p(c)},function(){n.loading=!1,n.error=!0,k(c)})}},l=e[c];l&&l.length?o(l,n):n()},p=function(e){a[e]&&a[e].success_callbacks&&a[e].success_callbacks.length&&a[e].success_callbacks.forEach(function(a){a(e)})},k=function(e){a[e]&&a[e].error_callbacks&&a[e].error_callbacks.length&&a[e].error_callbacks.forEach(function(a){a(e)})};Prism.hooks.add("\complete"\,function(e){e.element&&e.language&&!e.grammar&&e.language!==c&&l(e.language,e.element)})}}();\,1
More,1
Prototype,1
\"\$storage"\,\,1
quick,1
@autoreleasepool,1
ScriptDir,1
Identifier,1
StartMenuDir,1
__bridge_transfer,1
fields,1
Dates,1
\t="\getpwent\,1
Colon),1
<dlimpid@gmail.com>,1
lobs,1
\"\$data"\,\,1
VHDL-2008,1
make_set,1
oracle_date,1
\"\$listnext"\,\,1
paramater,1
file_name_convert,1
`else,1
RangeError,1
OSArch,1
<ararslan@comcast.net>,1
tool,1
Floating,1
sql_variant_property,1
initializer_list,1
Life,1
decompose,1
slave,1
McDonald's,1
Sato,1
Berkel,1
built-ins),1
oneway,1
processing,1
:),1
\null"\,built_in:"\array\,1
documentroot,1
settings,1
demand,1
'num,1
\jsonp"\,function(b,c,d){var\,1
numb,1
second-best,1
VB.NET,1
\"\$next"\,\,1
\"\$zbitlen"\,\,1
throws,1
cli,1
combinatorial,1
\1.2e10,\,1
53,1
relevant,1
coercibility,1
xdb,1
AVR,1
byref,1
parents,1
atn2,1
Alexis,1
alia,1
head,1
SW_HIDE,1
Nagirniak,1
MDAY,1
timezone_minute,1
\"\$zsort"\,\,1
Evers-Corvina,1
height/position,1
$(var)),1
management,1
\"\+h[0]])){g===!0?g=j[e]:j[e]!==!0&&(f=h[0],k.unshift(h[1]));break}if(g!==!0)if(g&&a["\throws"\])b=g(b);else\,1
Jon,1
\"\$zexp"\,\,1
Verkamp,1
\widgets/draggable.js,\,1
ocicoll,1
msgctl,1
1.6.1,1
*.example.com,1
minus,1
Muradyan,1
xmlelement,1
интерфейсные,1
prediction_cost,1
would,1
\label,\,1
\"\,eE:!0,i:"\\\n|\\s|="\,starts:{e:"\$"\,r:0}},{b:"\\\n\\n"\,starts:{sL:[],eW:!0}}]}});hljs.registerLanguage("\cs"\,function(e){var\,1
ociloblocator,1
<joe.eli.mac@gmail.com>,1
`func?4`,1
Smalltalk,1
\interface"\,i:/[:"\\[\]]/,c:[{bK:"\extends\,1
_initRotationControls.call(self);,1
extensible,1
Constants,1
\e=!1;c.indexOf("\!"\)>=0&&(e=!0,c=c.replace("\!"\,"\"\));var\,1
LogonDomain,1
Convenience,1
\dispatch_once"\},i=/[a-zA-Z@][a-zA-Z0-9_]*/,n="\@interface\,1
Variables,1
инструкции,1
4.0.2+),1
nodiscardfile,1
